id,name,portion_size,protein_g,green_carbs_g,net_carbs_g,mixed_fat_g,pure_fats_g,fiber_g,gi,gl,calories,recommendation_type
food_0001,Green Juice (without fibre),1 glass - 250 ml,0.1,1.0,0.5,0.0,0.4,0.0,15.0,0.08,10.0,R
food_0002,Green Juice (with fibre),1 glass - 250 ml,0.2,2.0,0.5,0.0,0.15,3.0,15.0,0.16,18.0,R
food_0003,Petha (ash gourd) Juice,1 glass - 250 ml,0.7,3.5,0.0,0.0,0.2,5.0,21.0,0.0,18.0,R
food_0004,Petha (ash gourd),100 g - Raw,0.4,3.0,0.0,0.0,0.0,2.9,0.0,0.0,13.0,R
food_0005,Green Juice with fruit,1 glass - 250 ml,0.8,3.0,5.0,0.0,2.0,4.3,40.0,2.0,40.0,OR
food_0006,"Vegetable Salad (Cucumber, Radish, Carrot, Lettuce, Bok Choy, etc.)",1 katori - 80 g,1.4,3.3,1.9,0.0,2.1,1.4,15.0,0.2,30.0,R
food_0007,Vegetables - measured raw,100 g,2.9,8.6,4.0,0.0,1.0,4.4,15.0,0.6,60.0,R
food_0008,Vegetables- Sauteed /stir fried,1 small plate - 150 g,4.93,14.62,6.8,0.0,9.0,7.48,21.0,1.428,190.0,R
food_0009,Vegetables - Steamed/boiled,1 small plate - 150 g,4.64,13.76,6.4,0.0,1.6,7.04,21.0,1.344,116.0,R
food_0010,Vegetables - Roasted,1 small plate - 150 g,5.8,17.2,8.0,0.0,5.0,8.8,21.0,1.68,172.0,R
food_0011,Fermented Vegetables / Sauerkraut,30 g,2.2,5.7,2.2,0.0,0.1,3.5,0.0,0.0,8.0,R
food_0012,Vegetable Clear Soup,1 katori - 150 ml,0.9,2.1,1.4,0.0,0.2,0.7,15.0,0.2,20.0,R
food_0013,"Vegetable Cream Soup, with milk",1 katori - 150 ml,2.7,1.4,3.2,0.0,2.7,1.4,27.0,0.9,95.0,R
food_0014,"Vegetable Cream Soup, with cheese",1 katori - 150 ml,2.7,4.6,0.0,0.0,2.7,1.4,15.0,0.4,95.0,R
food_0015,Vegetable thick Soup,1 katori - 150 ml,1.4,3.0,0.0,0.0,0.3,1.0,15.0,0.3,30.0,R
food_0016,Spinach/leafy green Soup,1 katori - 150 ml,0.8,5.9,0.0,0.0,0.6,1.0,15.0,0.65,31.0,R
food_0017,Pumpkin Soup,1 katori - 150 ml,2.3,0.0,5.5,2.7,0.0,0.6,52.0,2.3,57.0,OR
food_0018,Wheat roti /Chapati,1 Roti - 35 g,2.0,0.0,17.0,0.0,0.0,2.0,67.0,12.0,85.0,OR
food_0019,Makki/Corn  Roti/Chapati,1 Roti - 50 g,1.6,0.0,17.4,0.0,0.0,1.8,52.0,8.0,112.0,OR
food_0020,Mix Grain Roti/Chapati,1 Roti - 35 g,3.1,0.0,15.9,0.7,0.0,3.0,60.0,9.0,82.0,OR
food_0021,Missi Roti/Chapati,1 Roti - 55 g,3.6,0.0,13.2,6.4,0.0,2.6,69.0,9.2,133.0,MR
food_0022,Sandwich (mayo and veggies),1 sandwich,12.0,0.0,26.2,11.0,0.0,1.5,81.0,21.0,257.0,NR
food_0023,Thepla,1 thepla - 40 g,3.0,0.0,16.6,5.4,0.0,2.1,48.0,7.6,126.0,OR
food_0024,Spinach thepla,1 thepla - 40 g,3.0,0.0,14.2,4.4,0.0,2.3,45.0,6.39,108.0,OR
food_0025,Naan,1 Piece - approx 50 g,3.7,0.0,22.9,4.6,0.0,1.3,85.0,18.0,149.0,NR
food_0026,Dal Roti/Chapati  (GL not accurate),1 Piece - approx 40 g,3.8,0.0,19.7,0.7,0.0,3.1,50.0,8.0,100.0,OR
food_0027,Plain Parantha,1 Parantha - 50 g,4.2,0.0,23.9,4.2,0.0,3.7,77.0,15.0,140.0,NR
food_0028,Methi Parantha,1 Parantha - 60 g,4.3,0.0,22.5,5.1,0.0,4.0,73.0,14.24,153.0,NR
food_0029,Gobi/Cauflower Parantha,Parantha - 80 g,4.1,0.0,20.9,6.1,0.0,4.0,74.0,12.51,154.0,NR
food_0030,Mooli /Muli Parantha,1 Parantha - 80 g,3.9,0.0,21.8,6.0,0.0,3.8,75.0,14.1,156.0,NR
food_0031,Aaloo /Alu Parantha,1 Parantha - 100 g,4.8,0.0,32.1,6.3,0.0,4.5,76.0,19.8,203.0,NR
food_0032,Paneer Parantha,1 parantha - 80 g,10.1,0.0,15.9,13.7,0.0,2.4,78.0,11.0,226.0,NR
food_0033,Vegetable Parantha,1 parantha - 80 g,3.6,0.0,17.9,5.4,0.0,3.7,71.0,10.9,148.0,NR
food_0034,Chicken Roll / Chicken keema roll,1 roll - 140 g,16.2,0.0,28.1,10.3,0.0,1.8,81.0,20.1,266.0,NR
food_0035,Poori / Puri,1 regular - 50 g,4.0,0.0,23.1,6.6,0.0,3.6,82.0,16.0,167.0,NR
food_0036,Matthi / Mathiya,1 Piece - 25 g,1.5,0.0,11.1,4.5,0.0,1.8,84.0,7.5,90.0,NR
food_0037,Namak Para / Pare,1 para - 5 g,0.3,0.0,2.3,1.3,0.0,0.1,84.0,1.76,22.0,NR
food_0038,Puran Poli,1 medium poli - 75 g,4.0,0.0,28.2,4.9,0.0,3.1,75.0,18.8,172.0,OR
food_0039,Bhatura / Batura,1 Piece - 100 g,5.6,0.0,32.9,16.8,0.0,1.2,85.0,27.0,307.0,NR
food_0040,Rice (bowl),1 Katori - 120 g cooked,2.6,0.0,26.7,0.4,0.0,0.5,73.0,22.0,120.0,OR
food_0041,Rice (spoon),1 teaspoon - 20 g cooked,0.4,0.0,4.3,0.1,0.0,0.1,73.0,4.0,19.0,OR
food_0042,Rice (g),50 g cooked,1.1,0.0,10.8,0.2,0.0,0.2,73.0,9.0,49.0,OR
food_0043,Rice (raw),100 gm raw,6.7,0.0,82.0,0.5,0.0,0.0,72.0,59.04,356.0,OR
food_0044,Vegetable Biryani / Vegetable Pulao,1 katori - 124 g,2.5,0.0,20.3,5.6,0.0,1.5,65.0,12.35,142.0,OR
food_0045,Moong dal / green gram cooked,1 katori - 150 g,9.1,0.0,22.9,1.3,0.0,3.3,30.0,5.4,138.0,MR
food_0046,Brown Rice (bowl),1 Katori - 120g cooked,2.4,0.0,22.8,0.9,0.0,1.0,68.0,17.0,109.0,OR
food_0047,Brown Rice (spoon),1 teaspoon - 20 g cooked,0.4,0.0,3.7,0.1,0.0,0.2,68.0,3.0,18.0,OR
food_0048,Brown Rice (g),50 g cooked,1.0,0.0,9.2,0.4,0.0,0.4,68.0,7.0,44.0,OR
food_0049,Bajra / Millet Khichadi,1 Katori - 100 g,3.0,0.0,10.8,3.1,0.0,1.7,57.0,6.0,83.0,OR
food_0050,Bhel Puri,1 Katori - 45 g,2.4,0.0,11.4,4.2,0.0,1.3,61.0,6.1,92.0,NR
food_0051,Murmura / Puffed Rice (bowl),1 katori - 10 g,0.7,0.0,6.6,0.0,0.0,0.2,73.0,4.5,29.0,NR
food_0052,Dal Paani,250 ml,2.0,0.0,9.8,0.0,1.2,1.4,37.0,2.2,57.0,R
food_0053,Black chana water,250 ml,0.9,0.0,3.1,0.0,0.3,1.2,32.0,0.32,19.0,R
food_0054,"Dal Khichadi (dal + veg, no rice)",1 Katori - 100 g,4.2,1.0,7.7,0.3,3.5,3.2,15.0,2.2,97.4,MR
food_0055,Bread - white,1 Slice - approx 20 g,1.7,0.0,11.4,0.4,0.0,0.5,90.0,10.26,54.0,NR
food_0056,Bread - multigrain,1 Slice - approx 20 g,1.9,0.0,8.0,0.4,0.0,1.3,70.0,5.6,45.0,NR
food_0057,"Sooji, Rawa",100 g raw,12.0,0.0,69.8,1.5,0.0,1.2,66.0,46.068,345.0,NR
food_0058,Besan / Gram flour,10 g,2.2,0.0,5.8,0.7,0.0,1.1,10.0,0.58,39.0,R
food_0059,Sattu (Chana),10 g,2.2,0.0,5.8,0.7,0.0,1.1,28.0,1.3,39.0,R
food_0060,Stuffed vegetable Roti,1 Piece - approx 50 g,3.2,0.0,17.7,0.5,0.0,2.9,65.0,10.0,87.0,OR
food_0061,Bajra / Millet,Raw 10 g,1.1,0.0,6.1,0.5,0.0,1.1,57.0,3.1,36.0,OR
food_0062,Foxtail Millet,Raw 10 g,1.23,0.0,6.0,0.43,0.0,0.98,54.0,3.2,35.0,OR
food_0063,Amaranth aata roti,1 roti (40 g),5.8,0.0,22.0,2.28,0.0,2.8,97.0,18.0,148.0,OR
food_0064,Amaranth/rajgira,100 gm (dry weight),13.6,0.0,58.5,0.7,0.0,6.7,107.0,62.595,371.0,OR
food_0065,Idli,1 Piece - 50 g,2.5,0.0,15.1,0.9,0.0,1.1,69.0,11.0,78.0,OR
food_0066,Dal idli,1 Piece - 50 g,4.8,0.0,11.8,0.6,0.0,1.8,54.0,5.4,72.0,MR
food_0067,Dosa,1 Piece (medium - 1/3 cup batter) - 80 g,3.6,0.0,21.7,5.9,0.0,1.5,66.0,14.0,154.0,MR
food_0068,Cheese dosa,1 medium - 115 g,7.9,0.0,24.5,10.6,0.0,1.9,62.0,14.012,224.0,MR
food_0069,Paneer dosa,1 medium - 165 g,8.9,0.0,28.7,10.8,0.0,3.7,61.0,15.25,246.0,MR
food_0070,Masala dosa,1 medium - 140 g,4.5,0.0,31.3,8.7,0.0,2.6,71.0,20.37,221.0,OR
food_0071,Millet + urad dosa,1 small dosa 50 g,5.8,0.0,21.2,1.5,0.0,1.4,48.0,10.4,142.0,OR
food_0072,Rawa dosa,1 small dosa 50 g,2.2,0.0,16.8,3.0,0.0,0.7,65.0,11.0,110.0,
food_0073,Upma,1 Katori - 130 g,4.4,0.0,24.3,6.3,0.0,2.5,68.0,17.0,171.0,OR
food_0074,Besan Cheela/Chilla,1 Cheela - 50 g,3.6,0.0,9.3,1.2,5.7,1.8,10.0,2.1,113.0,MR
food_0075,Besan+Egg Cheela/Chilla,1 Cheela - 50 g,4.6,0.0,7.6,0.9,6.8,1.4,28.0,1.7,119.0,MR
food_0076,Dal Cheela/Chilla,1 cheela - 50g,4.6,0.0,9.2,0.23,3.0,3.2,25.0,2.3,97.0,MR
food_0077,Poha / Flattened RIce / Chura,Soaked - 100 g,2.6,0.0,26.9,1.5,0.0,1.1,75.0,20.0,130.0,NR
food_0078,Oats,Uncooked 100 g,17.0,0.0,56.0,7.0,0.0,10.0,55.0,30.8,389.0,NR
food_0079,Oats Daliya,1 katori - 130 g,2.4,0.0,12.0,3.0,0.0,2.3,60.0,5.9,84.0,OR
food_0080,"Oats Porridge with milk, unsweetened",1 katori - 130 g,6.2,0.0,16.7,6.0,0.0,2.0,54.0,7.6,140.0,NR
food_0081,"Milk - Raw, unprocessed, full cream",250 ml,8.0,0.0,11.0,0.0,15.0,0.0,31.0,3.41,220.0,MR
food_0082,Milk - Pasteurised - 3% fat,250 ml,8.0,0.0,11.0,0.0,8.0,0.0,38.0,4.18,145.0,MR
food_0083,Milk - Pasteurised - 6% fat,250 ml,8.0,0.0,11.0,0.0,15.0,0.0,31.0,3.41,210.0,MR
food_0084,Milk - Homogenised (tetrapack) - 3% fat,250 ml,8.0,0.0,11.0,0.0,8.0,0.0,38.0,4.18,145.0,OR
food_0085,Milk - Homogenised  (tetrapack) - 6% fat,250 ml,8.0,0.0,11.0,0.0,15.0,0.0,31.0,3.41,210.0,OR
food_0086,Almond Milk,60 ml,2.0,0.0,6.0,0.0,4.5,1.0,25.0,1.5,70.0,OR
food_0087,Soya Milk (unsweetened),100 ml,4.2,0.0,1.0,1.8,0.0,0.3,34.0,0.34,39.0,NR
food_0088,Oats Milk (unsweetened),100 ml,1.1,0.0,5.5,2.9,0.0,0.8,59.0,3.245,56.0,NR
food_0089,Mawa/Khoya,1 tbsp - 30 g,3.2,0.0,4.4,0.0,6.0,0.0,38.0,1.364,88.0,OR
food_0090,Vermicelli / Jave - plain,1 bowl - 235 g,5.4,0.0,37.0,6.4,0.0,2.9,67.0,24.79,233.0,NR
food_0091,Dalia - Plain,1 katori - 130 g,3.0,0.0,14.0,1.9,0.0,4.5,57.0,7.98,97.0,OR
food_0092,Dalia - Sweet,1 katori - 130 g,3.0,0.0,22.0,3.8,0.0,2.6,69.0,15.18,146.0,NR
food_0093,Corn Flakes,Raw 1 cup - 35 g,1.8,0.0,30.3,0.3,0.0,1.5,81.0,25.0,131.0,NR
food_0094,Quinoa,Cooked 1 katori - 110 g,4.9,0.0,23.7,2.1,0.0,3.1,53.0,13.0,133.0,OR
food_0095,Singhada / Water chestnut flour,100 g dry weight,9.0,0.0,76.0,3.4,0.0,1.0,60.0,45.6,347.0,NR
food_0096,Dhokla,1 Dhokla - approx 35 g,2.4,0.0,5.6,2.4,0.0,1.0,35.0,2.0,54.0,NR
food_0097,"Pizza slice (Medium, thin crust)",50 g,6.0,0.0,16.6,4.7,0.0,0.8,80.0,13.28,132.0,NR
food_0098,"Pizza slice (Medium, thick crust)",70 g,7.7,0.0,28.0,4.9,0.0,1.3,80.0,24.3,186.0,NR
food_0099,Burger,1 Burger - approx 250 g,8.9,0.0,59.5,13.0,0.0,4.1,66.0,39.27,384.0,NR
food_0100,Pasta,1 cup - approx 140 g,8.0,0.0,41.0,1.7,0.0,2.5,48.0,19.1,221.0,NR
food_0101,Couscous,100 g cooked,3.79,0.0,21.8,0.16,0.0,1.4,66.0,14.388,112.0,NR
food_0102,Baati / bati,1 Baati - 30 g,1.8,0.0,9.0,5.0,0.0,1.6,67.0,6.1,94.0,NR
food_0103,Choorma / churma,1 tablespoon - 14 g,0.9,0.0,5.4,4.7,0.0,0.7,78.0,3.67,68.0,NR
food_0104,Sabudana / Sago,Dry half cup - 75 g,0.15,0.0,66.0,0.15,0.0,0.7,67.0,42.0,267.0,NR
food_0105,Sabudana / Sago - Khichdi,1 katori - 100 g,2.7,0.0,25.4,7.2,0.0,1.7,70.0,16.5,176.0,NR
food_0106,Samak rice / Barnyard Millet,Cooked 1 katori - 124 g,2.2,0.0,18.4,2.6,0.0,2.5,52.0,8.26,105.0,NR
food_0107,Cauliflower Rice,1 katori - 130 g,3.1,5.3,0.0,0.0,5.5,2.65,35.0,1.1,99.0,R
food_0108,Samosa,1 Samosa - 100 g,4.0,0.0,30.1,15.3,0.0,1.8,85.0,24.055,276.0,NR
food_0109,Pakoda,1 Pakoda - approx 10 g,0.7,0.0,2.1,1.6,0.0,0.6,35.0,0.525,25.0,OR
food_0110,Paneer Bhurji,1 Katori - 100 g,11.7,0.0,3.2,0.0,11.0,0.7,31.0,1.0,165.0,R
food_0111,Paneer Pakoda,1 peice - 20 g,2.9,0.0,2.2,3.8,0.0,0.4,42.0,0.9,55.0,OR
food_0112,Shahi Paneer,1 katori - 150 g,9.1,0.0,7.4,0.0,14.5,2.2,36.0,1.8,190.0,R
food_0113,Roti roll/ wrap - Paneer & Veggies,1 roll/wrap,13.1,0.0,27.4,16.0,0.0,4.4,59.0,13.5,309.0,OR
food_0114,Namkeen/farsan/mixture,1 teaspoon - approx 7g,0.9,0.0,3.2,2.7,0.0,0.1,56.0,2.0,39.0,NR
food_0115,Ram ladoo - moong dal pakoda,1 peice - 20 g,2.7,0.0,6.7,2.6,0.0,1.4,38.0,1.8,61.0,OR
food_0116,Chips,10 chips - 12 g,1.0,0.0,6.7,4.8,0.0,0.6,54.0,3.0,74.0,NR
food_0117,Golgappe / Pani puri,1 piece,0.5,0.0,4.0,1.8,0.0,0.3,70.0,3.0,35.0,NR
food_0118,Khasta Kachori,1 piece - 50 g,3.0,0.0,15.1,14.0,0.0,1.2,85.0,12.0,199.0,NR
food_0119,Corn,1 medium corn - 90 g,2.9,0.0,17.1,1.1,0.0,2.4,52.0,8.0,77.0,OR
food_0120,Sweet corn,1 cup - approx 145 g,4.8,0.0,27.1,2.0,0.0,2.9,52.0,13.0,125.0,NR
food_0121,Soya Chaap,1 bowl / katori - approx 150 g,22.0,0.0,25.0,12.0,0.0,11.6,50.0,12.5,342.0,NR
food_0122,Noodles,1 bowl / katori - approx 100 g,3.4,0.0,21.4,4.1,0.0,1.2,85.0,17.0,136.0,NR
food_0123,Aloo Tikki /Alu Tikki,1 tikki,0.7,0.0,10.2,4.6,0.0,0.8,77.0,7.0,84.0,NR
food_0124,Uttapam,1 Uttapam - approx 120 g,5.2,0.0,31.7,8.7,0.0,2.6,70.0,20.0,226.0,OR
food_0125,Manchurian,1 Manchurian - approx 20 g,0.7,0.0,3.6,2.4,0.0,0.5,65.0,2.0,38.0,OR
food_0126,Vada/Wada - Urad Dal,1 Vada - approx 65 g,6.8,0.0,16.9,14.6,0.0,3.4,54.0,7.2,226.0,OR
food_0127,Vada/Wada - potato,1 vada - approx 50 g,2.3,0.0,11.2,8.3,0.0,1.4,82.0,8.0,128.0,NR
food_0128,Bread Pakoda,1 Half-Bread Slice,5.3,0.0,24.8,17.9,0.0,4.4,85.0,17.0,282.0,NR
food_0129,Spring Rolls,1 Piece - approx 70 g,2.5,0.0,19.4,12.2,0.0,1.3,60.0,11.0,200.0,NR
food_0130,Chicken Sausage - Homemade,1 medium - approx 35 g,5.8,0.0,0.4,0.0,4.2,0.0,28.0,0.1,63.0,R
food_0131,Chicken Sausage - Preservative,1 medium - approx 35 g,5.8,0.0,0.4,0.0,4.2,0.0,28.0,0.1,63.0,NR
food_0132,Ema Datshi - vegetarian,1 Bowl - 350.0 g,28.8,6.8,0.0,0.0,21.0,5.4,32.0,0.6,354.0,R
food_0133,Ema Datshi - Chicken,1 Bowl - 350.0 g,38.0,5.2,0.0,0.0,27.0,3.4,29.0,0.45,440.0,R
food_0134,Chicken Momo,1 piece - 38g,3.5,0.0,12.8,2.0,0.0,0.6,58.0,6.0,88.0,NR
food_0135,Veg momo,1 piece - 36g,1.3,0.0,8.5,1.1,0.0,1.1,62.0,5.0,49.0,NR
food_0136,Chicken soup,1 bowl - 350 g,16.8,9.1,0.0,0.0,2.3,2.3,32.0,1.1,130.0,R
food_0137,Hash browns (Aloo tikki),1 piece - 100 g,2.5,0.0,25.4,10.0,0.0,11.0,76.0,11.0,205.0,NR
food_0138,Hash browns (veggies),1 piece - 100 g,3.2,12.0,6.0,0.0,10.0,7.0,32.0,1.3,185.0,R
food_0139,Papad,1 piece - 12g,2.1,0.0,6.0,1.6,0.0,1.6,49.0,1.3,46.0,MR
food_0140,"Papad - Urad, Roasted",1 piece - 12g,2.1,0.0,6.0,1.6,0.0,1.6,49.0,1.3,46.0,MR
food_0141,"Papad - Urad, Fried",1 piece - 16g,2.1,0.0,6.0,5.6,0.0,1.6,,1.0,82.0,OR
food_0142,Rasam,1 katori - 150 g,3.5,9.2,0.0,0.0,1.6,0.9,35.0,2.4,65.0,R
food_0143,Vegetable dal sambar,1 kator - 150 g,4.5,0.0,15.1,3.5,0.0,4.3,28.0,2.7,108.0,MR
food_0144,Avial,1 Katori - 150 g,1.9,14.1,0.0,0.0,5.6,3.9,39.0,3.8,114.0,MR
food_0145,Thoran / Toran,1 katori - 100 g,2.0,7.5,0.0,0.0,7.7,3.7,32.0,0.95,107.0,R
food_0146,Lauki/Bottle Gourd - Raw,100 g,0.2,3.0,0.0,0.0,0.1,2.0,15.0,0.075,12.0,R
food_0147,Lauki/Bottle Gourd Sabzi,1 katori - 100 g,0.7,3.7,0.0,0.0,3.7,2.5,15.0,0.16,50.0,R
food_0148,Kaccha kela /Raw banana Sabzi,1 katori -  100 g,1.2,0.0,20.7,5.1,0.0,2.8,39.0,7.9,125.0,OR
food_0149,Kaccha kela /Raw banana,"1 small (6"" - 7"" long) - 101 g",1.1,0.0,23.1,0.3,0.0,2.6,39.0,7.5,90.0,OR
food_0150,Aloo Beans - Sabzi,1 katori - 100 g,1.8,0.0,12.0,4.3,0.0,2.6,62.0,5.8,93.0,NR
food_0151,Gatte ki Sabzi,1 katori - 150 g,4.6,0.0,10.0,8.6,0.0,2.8,28.0,3.2,147.0,MR
food_0152,Tindora/Ivy gourd - Raw,100 g,1.57,3.55,0.0,0.0,0.23,3.0,13.0,0.3,18.0,R
food_0153,Tindora/Ivy gourd - Sabzi,1 katori - 100 g,2.2,5.1,0.0,0.0,4.0,4.0,13.0,0.4,60.0,R
food_0154,Torai/Ridge Gourd - Raw,100 g,0.5,3.4,0.0,0.0,0.1,1.9,13.0,0.15,17.0,R
food_0155,Torai/Ridge Gourd Sabzi,1 Katori - 150 g,0.9,5.3,0.0,0.0,2.8,2.9,13.0,0.28,50.0,R
food_0156,Kheera/Cucumber,100 g,0.7,3.6,0.0,0.0,0.1,0.5,15.0,0.5,15.0,R
food_0157,Palak/Spinach - Raw,100 g,2.0,2.9,0.0,0.0,0.7,2.5,15.0,0.06,26.0,R
food_0158,Palak/Spinach Sabzi,1 Katori - 100 g,2.0,3.5,0.0,0.0,2.9,2.7,15.0,0.12,93.0,R
food_0159,Leafy greens sabzi,1 Katori - 100 g,2.0,3.5,0.0,0.0,2.9,2.7,15.0,0.12,93.0,R
food_0160,Broccoli - Raw,100 g,2.8,6.6,0.0,0.0,0.4,2.6,11.0,0.44,34.0,R
food_0161,Amla/Indian gooseberry,1 piece,0.0,1.0,0.0,0.0,0.0,0.5,25.0,0.125,4.0,R
food_0162,Parwal - Raw,250 g,3.5,8.9,0.0,0.0,0.8,7.5,25.0,0.3,60.0,R
food_0163,Parwal Sabzi,1 katori - 100 g,1.4,6.1,0.0,0.0,4.4,2.7,32.0,0.9,70.0,R
food_0164,Karela - Raw,250 g,4.0,10.5,0.0,0.0,0.5,10.8,16.0,0.0,63.0,R
food_0165,Karela - Sabzi,1 Katori - 100 g,1.2,8.0,0.0,0.0,5.0,4.32,28.0,0.9,70.0,R
food_0166,Broccoli Sabzi,1 Katori - 100 g,1.9,8.3,0.0,0.0,3.7,2.7,11.0,0.6,71.0,R
food_0167,Celery  - Raw,1 medium stalk - 40 g,0.3,1.2,0.0,0.0,0.1,0.6,35.0,0.15,5.6,R
food_0168,Cabbage - Raw,100 g,1.8,4.6,0.0,0.0,0.1,2.8,10.0,0.46,27.0,R
food_0169,Cabbage Sabzi,1 katori - 100 g,1.5,5.7,0.0,0.0,4.2,2.6,8.0,0.9,62.0,R
food_0170,Arbi /Taro Root - Sabzi,1 katori - 100 g,1.1,13.5,0.0,0.0,6.1,2.9,63.0,8.1,113.0,OR
food_0171,Pumpkin/Kaddu - Sabzi,1 katori - 100 g,1.4,6.7,0.0,0.0,3.5,1.2,52.0,2.2,62.0,MR
food_0172,Butternut squash,100 g,1.0,12.0,,0.1,0.0,2.0,5.1,51.0,45.0,MR
food_0173,Radish / Mooli - Raw,100 g,0.7,3.4,0.0,0.0,0.1,1.6,30.0,0.54,17.0,MR
food_0174,Cauliflower/Gobhi - Raw,100 g,1.9,5.0,0.0,0.0,0.4,2.0,20.0,0.6,30.0,R
food_0175,Cauliflower /Gobhi - Sabzi,1 katori - 100 g,2.1,6.6,0.0,0.0,5.7,2.3,20.0,0.82,81.0,R
food_0176,Sweet Potato/ Yam,1 medium - 151 g,2.1,0.0,26.9,0.1,0.0,4.0,51.0,11.2,115.0,NR
food_0177,Capsicum - Raw,1 Medium - 119 g,1.0,5.5,0.0,0.0,0.2,2.0,15.0,0.7,24.0,R
food_0178,Capsicum - Cooked,1 katori - 100 g,1.4,8.0,0.0,0.0,4.6,1.9,15.0,0.9,100.0,R
food_0179,Bhindi / Ladiesfinger - Raw,100 g,1.9,6.4,0.0,0.0,0.2,3.6,32.0,0.92,35.0,R
food_0180,Bhindi / Ladiesfinger Sabzi,1 katori - 100 g,1.8,7.1,0.0,0.0,3.7,3.1,32.0,1.28,68.0,R
food_0181,Matar/Green Peas - Raw,100 g,5.0,14.0,9.0,0.0,0.2,5.0,51.0,4.5,81.0,MR
food_0182,Matar/Green Peas - Cooked,100 g,5.5,15.5,11.0,0.0,0.25,5.5,51.0,5.61,85.0,MR
food_0183,French Beans,100 g,1.7,4.5,0.0,0.0,0.1,2.5,15.0,0.675,26.0,R
food_0184,Shalgam/Turnip,100 g raw,0.9,6.4,0.0,0.0,0.0,1.8,30.0,1.38,28.0,R
food_0185,Mooli/Radish,100 g raw,0.7,3.4,0.0,0.0,0.0,1.6,16.0,0.5,16.0,R
food_0186,Green Sabzi / Vegetables - Cooked,1 katori - 100 g,2.2,6.5,0.0,0.0,2.4,3.4,32.0,0.93,55.0,R
food_0187,Brinjal / Eggplant - Raw,100 g,1.4,4.0,0.0,0.0,0.3,3.0,30.0,0.3,24.0,R
food_0188,Brinjal Sabzi -Cooked,1 katori - 100 g,1.8,7.0,0.0,0.0,4.7,4.6,30.0,0.63,73.0,R
food_0189,Zucchini - Raw,100 g,2.7,3.1,0.0,0.0,0.4,1.1,15.0,0.3,21.0,R
food_0190,Singhaara (Water Chestnut) - Raw,1 Singhaara,0.1,0.3,2.2,0.0,0.0,0.3,54.0,1.2,9.0,MR
food_0191,Boiled Potato,100 g,2.2,3.5,21.8,0.0,0.0,3.5,80.0,17.44,72.0,NR
food_0192,Aloo /Potato Sabzi,1 Katori - 100 g,2.2,3.5,21.8,5.2,0.0,3.5,80.0,17.44,142.0,NR
food_0193,Mushroom - Raw,1 medium - approx 18 g,0.6,0.8,0.0,0.0,0.2,0.2,32.0,0.1,4.0,R
food_0194,Mushroom - Cooked,1 Katori - 100 g,2.4,3.3,0.0,0.0,0.6,0.8,32.0,0.8,33.0,R
food_0195,Sarso Saag (Mustard greens / leaves) - Cooked,1 Katori - 100 g,2.8,6.3,0.0,0.0,3.2,2.9,15.0,0.5,64.0,R
food_0196,Sarso (Mustard greens / leaves) - Raw,100 g,4.0,3.2,0.0,0.0,0.6,3.3,15.0,0.0,34.0,R
food_0197,Gajar / Carrot - Raw (g),100 g,0.9,2.8,6.8,0.0,0.3,2.8,39.0,3.0,48.0,R
food_0198,Gajar / Carrot - Raw (piece),1 medium - 60 g,0.6,1.7,4.2,0.0,0.2,1.7,39.0,2.0,29.0,R
food_0199,Lemon water,with 1 lemon,0.0,0.0,0.7,0.0,0.0,0.0,22.0,0.1,2.0,R
food_0200,Bok choy - Raw,1 leaf - 14 g,0.2,0.3,0.0,0.0,0.0,0.1,12.0,0.048,2.0,R
food_0201,Bok choy - Cooked,1 bowl - 150 g,1.2,1.7,0.0,0.0,15.3,0.8,12.0,0.24,150.0,R
food_0202,Beetroot - Raw (g),100 g,1.7,3.5,5.3,0.0,0.1,3.5,64.0,3.4,43.0,MR
food_0203,Beetroot - Raw (piece),1 medium - 80 g,1.4,2.9,4.3,0.0,0.1,2.9,64.0,2.8,35.0,MR
food_0204,Radish - Raw (g),100 g,0.7,3.4,0.0,0.0,0.1,1.6,32.0,0.5,17.0,R
food_0205,Radish - Raw (piece),1 medium - 85 g,0.6,2.9,0.0,0.0,0.1,1.4,32.0,0.4,15.0,R
food_0206,Lotus stem / Kamal kakdi,Raw 100 g,1.6,11.4,0.0,0.0,0.1,4.9,33.0,3.762,74.0,R
food_0207,Raw Papaya,100 g,0.5,8.8,0.0,0.0,0.0,2.2,23.0,2.024,36.0,R
food_0208,Banana Stem Sabzi,100 g,1.0,2.0,2.0,0.0,0.0,2.0,40.0,0.8,13.0,R
food_0209,Raw Banana - cooked,100 g,1.1,0.0,20.1,0.0,0.0,2.6,30.0,6.03,88.0,OR
food_0210,Onion - Raw (g),100 g,1.1,1.7,7.6,0.0,0.1,1.7,15.0,0.5776,40.0,MR
food_0211,Onion - Raw (piece),1 medium - 70 g,0.8,1.2,5.3,0.0,0.1,1.2,15.0,0.2809,28.0,MR
food_0212,White Onion,100 g,1.4,1.4,8.7,0.0,0.2,1.4,15.0,0.7569,44.0,OR
food_0213,Tomato - Raw,100 g,0.8,1.6,1.7,0.0,0.2,1.6,18.0,0.306,20.0,R
food_0214,Olive,1 piece - 3.2g,0.0,0.2,0.0,0.0,0.4,0.1,0.0,0.0,4.0,R
